Age,Annual Income,Spending Score,Previous Purchases,Campaign Engagement,Days Since Last Purchase,Gender,Marital Status,Children,Social Media Interaction,Email Click Rate,Online Browsing Time,Loyalty Points,Product Reviews,Customer Tenure,Response
49,41268,24,1,8,138,0,1,1,3,0.807996369,282,4233,0,15,0
20,100603,99,16,9,297,0,1,2,9,0.545465716,270,1825,27,1,1
20,143920,6,8,8,79,1,0,1,5,0.1056992033,4,4199,43,17,0
45,140379,68,0,0,90,1,0,2,3,0.7506054924,272,2482,30,9,0
61,47045,82,9,9,255,1,0,1,7,0.3046666102,56,2887,43,1,1
32,70741,6,14,5,147,0,1,0,13,0.4082440056,47,1330,15,1,0
58,118306,26,14,0,178,0,1,0,17,0.775644286,238,2860,3,6,0
40,72770,91,1,3,256,1,1,3,7,0.1064531886,297,3696,2,0,0
57,37887,41,13,6,217,1,1,0,4,0.977779186,143,2729,6,3,0
28,128718,75,3,3,266,1,1,1,13,0.7020863186,84,1654,22,6,0
65,127906,38,17,8,316,0,0,2,14,0.1925937594,203,2608,3,17,0
49,135154,80,8,9,78,0,0,2,19,0.05812520994,288,2454,19,16,0
53,54918,83,1,4,166,1,0,2,16,0.5445355057,167,2558,12,11,0
50,65497,43,1,8,103,0,0,0,3,0.3792579517,164,2350,7,1,0
41,123562,53,17,0,303,1,1,0,19,0.02950485525,74,3241,35,11,0
56,91009,15,16,3,337,1,0,2,12,0.6092187521,27,3992,33,16,0
51,41929,90,8,6,283,1,0,1,14,0.3087483781,106,3652,3,7,1
45,143292,56,7,1,344,0,0,1,8,0.3219826345,157,2634,25,15,0
54,132201,56,1,8,214,1,0,3,16,0.1621718033,114,4394,34,6,0
24,91762,31,1,2,74,0,1,2,2,0.1403782575,223,1901,19,2,0
21,130473,83,4,3,224,1,1,2,8,0.1443420195,90,4741,9,5,0
54,109099,57,11,3,335,1,0,1,10,0.8860600018,252,4237,5,1,0
18,146566,51,15,7,291,0,1,2,19,0.5330778905,263,1754,29,11,0
18,58546,24,13,1,342,0,0,3,4,0.4694260386,42,3451,2,17,0
64,108424,58,19,4,69,1,0,1,17,0.7044677618,288,977,19,13,0
37,67338,73,1,1,362,0,0,1,11,0.3197677282,54,2257,45,5,0
36,64283,87,7,5,189,1,1,0,18,0.8222244611,20,3199,2,1,0
46,112494,4,3,8,105,1,0,3,4,0.1971955486,15,3317,15,15,0
27,108170,10,19,8,69,0,1,0,11,0.8026635286,68,4356,3,17,0
35,114787,63,8,0,9,1,1,3,5,0.05604728915,146,2096,41,1,0
45,76566,73,19,3,213,1,1,0,16,0.1568394306,106,1127,39,1,0
52,115464,83,18,3,4,1,1,2,13,0.8926545415,166,4668,38,12,0
60,132781,15,1,0,27,1,0,1,2,0.1090083748,29,3248,16,19,0
64,111991,98,15,9,314,1,1,2,0,0.2455573908,27,304,47,12,0
48,122680,63,10,1,240,1,0,2,12,0.04269700033,268,97,28,12,0
44,58013,19,7,5,235,1,0,3,17,0.5986645356,238,3140,3,5,0
28,82132,63,11,9,91,0,1,3,9,0.3277107711,66,4240,9,15,1
66,117412,56,2,2,317,0,0,3,18,0.6334865688,63,60,42,1,0
66,122498,21,12,8,344,1,0,2,18,0.08578056141,57,2977,8,19,0
55,58084,34,1,2,362,1,1,1,16,0.3951053715,265,2684,10,9,0
22,137855,17,12,2,37,0,1,0,6,0.3716772629,256,700,0,15,0
25,51143,18,7,8,218,1,1,3,7,0.5368319553,0,4529,30,19,0
51,121627,81,14,2,151,0,1,1,15,0.2950331605,79,2592,16,10,0
65,44179,66,8,5,191,0,0,1,15,0.9847557857,215,4521,49,17,1
69,128343,51,10,5,120,0,0,3,15,0.3160304629,3,1239,35,11,0
29,88726,65,2,0,170,1,1,2,19,0.6963712288,271,498,46,10,0
55,40222,43,6,6,109,1,1,2,8,0.3663003433,198,91,17,15,0
18,89965,57,13,8,143,0,0,0,12,0.5336339961,24,2241,6,14,0
48,94068,10,14,8,65,0,0,1,3,0.226667982,266,3968,25,0,0
21,53949,37,8,8,321,1,1,0,9,0.1727912049,198,1196,23,7,0
66,46116,48,19,1,196,1,1,2,8,0.972391708,52,2840,32,8,0
62,81052,69,10,0,45,0,1,2,17,0.5409392695,38,258,25,10,0
67,81369,56,6,5,148,0,1,0,11,0.460811532,130,4686,28,6,0
22,78817,76,11,5,59,0,1,0,9,0.641573318,198,4664,23,11,1
47,133100,36,18,3,137,1,1,1,16,0.2234526629,2,2627,45,6,0
41,132910,31,17,7,89,1,1,0,11,0.8219727668,2,1153,11,5,0
20,113203,55,12,4,211,0,0,0,1,0.2482358834,22,3077,27,13,0
28,104311,38,10,6,168,1,0,1,13,0.5425296874,214,4216,25,3,0
62,59655,73,0,8,112,1,0,2,5,0.1271804265,41,2337,40,12,0
21,87802,90,5,0,340,0,0,1,10,0.5745659898,132,2900,24,15,0
43,77632,15,1,8,65,1,0,2,13,0.4829563285,40,374,14,1,0
44,44193,16,12,3,301,1,0,2,13,0.2806466544,61,3093,42,10,0
63,110212,77,12,6,117,0,1,0,5,0.3075259066,27,708,30,0,0
60,60776,89,18,3,224,0,1,3,0,0.009811479553,8,2099,33,13,0
44,73225,94,8,3,150,1,1,0,16,0.02731662687,144,4847,40,14,0
59,90010,53,18,3,166,1,1,3,16,0.6008575221,64,1826,7,8,0
68,112735,56,0,5,94,0,1,3,16,0.7183758814,231,880,26,3,0
67,95451,7,7,4,259,1,0,0,9,0.5469018883,270,1400,3,0,0
23,78812,57,13,1,258,0,0,0,9,0.08191122411,110,347,11,12,0
32,110602,55,15,8,119,0,0,0,13,0.9408702096,261,1124,30,17,0
47,48895,52,3,5,73,0,0,3,0,0.7134321646,246,4015,20,6,0
59,95782,4,17,9,361,1,0,2,1,0.2373747686,113,3374,19,7,0
54,51209,43,13,5,95,0,0,3,17,0.6714874226,113,199,47,3,0
54,134820,40,8,8,291,1,0,1,19,0.1114576996,221,3373,16,19,0
59,112336,30,14,0,176,0,0,0,2,0.7793884798,210,1106,44,13,0
54,141646,10,2,6,26,0,1,3,3,0.4809241994,57,4383,30,9,0
52,91807,94,3,2,308,1,0,3,4,0.4093684603,22,1047,14,6,0
40,53086,7,17,3,304,0,1,2,19,0.009146315575,26,1297,31,6,0
23,115637,36,13,0,210,0,1,0,2,0.6524758447,74,502,47,13,0
21,112027,35,14,2,357,1,1,1,2,0.8290012495,14,1909,49,10,0
35,57207,88,7,6,256,1,0,2,3,0.2882971051,280,794,1,18,1
26,137334,39,9,5,317,0,0,3,5,0.01176867242,30,1347,27,11,0
66,50897,36,11,0,204,0,0,3,6,0.775316551,266,3484,20,7,0
46,93083,20,8,8,354,1,0,1,3,0.6356646088,279,2718,49,19,0
30,125028,49,7,3,65,0,0,3,14,0.7768887056,269,3152,12,4,0
64,96957,96,16,6,149,0,0,3,5,0.5383166043,23,4290,32,6,0
69,127551,59,8,3,166,0,1,0,4,0.4609452273,68,838,26,19,0
34,108506,49,12,6,219,1,0,2,7,0.2193592666,110,2974,25,16,0
62,37283,90,13,4,299,1,0,1,5,0.07883812332,153,3580,33,12,0
49,124024,26,4,0,257,1,0,0,16,0.4714456307,93,898,17,7,0
65,111481,36,8,3,202,1,0,0,15,0.8683976315,297,4556,48,0,0
39,30255,43,15,2,239,0,0,2,10,0.05934647542,101,2173,9,10,0
21,106555,99,18,5,314,1,0,0,0,0.9890949446,111,1196,18,0,1
22,45487,43,6,5,228,1,1,3,13,0.9469917906,47,1675,49,12,0
54,137333,99,11,0,155,1,0,1,12,0.6407381507,249,3110,11,13,0
58,49346,76,1,1,217,1,0,0,9,0.9142107929,115,2993,23,0,0
66,65050,33,17,1,194,0,0,1,9,0.553527927,85,4797,0,13,0
30,38744,78,17,9,269,1,1,1,7,0.4045840848,27,3766,8,9,0
51,54756,97,15,3,15,1,1,1,8,0.5716904739,29,786,28,2,0
62,91596,45,10,8,240,0,1,3,3,0.8765559212,1,2141,44,19,0
39,113397,45,1,1,251,0,1,1,10,0.957520797,291,629,27,2,0
40,55146,88,13,7,50,1,0,2,8,0.8380873969,276,1387,34,17,1
68,149640,15,3,0,355,1,0,1,11,0.1796816979,61,2000,17,18,0
20,85032,95,6,7,27,1,0,3,12,0.5917374213,27,4315,40,5,0
59,72687,17,1,2,52,0,1,3,7,0.4447554804,287,4840,43,1,0
51,76103,12,13,4,307,1,0,2,12,0.481264662,185,4163,47,19,0
49,51976,22,6,0,115,0,0,2,0,0.4282384241,69,3332,47,3,0
62,92863,23,8,0,8,0,1,3,10,0.06755708547,124,2722,18,1,0
68,30591,90,7,5,10,0,0,3,1,0.8459017311,150,1670,21,19,1
66,36277,78,8,2,106,0,1,2,4,0.9783668482,158,4495,17,2,0
38,91860,12,6,7,300,1,0,3,10,0.2097325273,18,1113,36,17,0
63,32260,68,18,3,340,0,1,0,3,0.621955602,199,1171,11,17,0
61,139443,51,16,5,257,1,0,1,7,0.5365697334,7,4227,8,17,0
38,95883,13,12,9,181,0,1,3,11,0.8964951501,254,4191,35,4,0
61,54741,57,10,8,169,1,1,3,2,0.7041017629,215,898,14,4,0
28,149720,55,17,7,324,1,1,3,16,0.7496618711,204,4724,8,14,0
56,67211,82,16,3,138,1,1,0,7,0.9519042055,125,2418,8,7,0
21,139392,28,15,9,284,0,1,1,5,0.6634765914,40,108,45,1,0
68,71542,44,9,7,110,0,0,2,3,0.4535575887,178,3889,47,7,0
18,36869,19,3,6,91,1,0,0,3,0.05190607087,6,3511,40,5,0
45,123618,46,3,4,219,0,0,0,6,0.9063641974,179,372,30,18,0
41,117616,3,10,6,4,1,1,2,9,0.5897273626,71,641,5,10,0
52,94732,83,7,6,19,0,1,2,5,0.6823163798,218,3291,45,3,1
30,124515,20,8,9,100,0,0,3,3,0.5052970389,234,1220,49,19,0
64,49422,25,15,1,294,0,1,2,9,0.3936232252,258,1549,38,9,0
51,65613,75,9,6,156,1,0,0,19,0.5038874642,144,4140,14,7,1
28,87016,56,8,2,0,1,0,3,16,0.04850395245,260,2859,39,17,0
53,90110,81,2,7,211,0,1,2,19,0.7979123999,72,3261,9,19,0
68,118529,61,1,7,118,1,0,0,5,0.1579706496,69,4376,0,17,0
34,107922,55,8,8,259,0,1,1,10,0.3326622877,135,4471,7,12,0
52,64033,35,12,3,174,1,1,2,17,0.08699464731,175,2021,23,1,0
35,75213,78,5,9,133,1,1,0,8,0.8199463477,83,4665,20,9,0
57,91993,59,3,2,101,1,0,3,11,0.1683437835,281,1693,47,16,0
39,42938,39,13,8,61,0,0,2,10,0.3989194318,57,2830,35,16,0
41,106695,57,10,8,53,1,1,2,17,0.4154774617,280,2270,29,12,0
36,32274,83,1,1,304,0,0,3,1,0.3164262646,270,237,49,7,0
54,114390,67,2,5,6,0,1,3,15,0.8601253423,266,4313,2,13,0
56,61815,34,4,2,355,0,0,0,8,0.7717817799,95,3633,5,2,0
38,106018,41,6,4,2,1,1,3,15,0.7436777585,223,3477,37,11,0
25,48961,22,10,1,331,1,1,0,11,0.2251170349,5,247,24,0,0
45,50044,27,11,3,334,0,0,0,16,0.1895197734,1,3738,40,14,0
22,129372,21,10,2,148,1,0,3,12,0.2465940519,22,3350,32,12,0
34,51975,41,18,1,287,0,1,2,3,0.3861622532,92,347,10,1,0
54,44706,31,12,5,11,0,0,3,12,0.4787565854,6,3545,11,3,0
53,35974,27,3,2,103,0,1,3,11,0.2501735651,29,4202,41,19,0
36,106464,37,13,3,110,1,0,1,1,0.4577620679,79,4081,43,6,0
44,51213,66,11,5,262,1,0,1,16,0.1843814891,0,2988,0,9,0
51,31950,54,1,4,172,1,1,3,14,0.2689512673,204,2610,3,12,0
28,115013,9,7,3,94,0,0,2,12,0.2607428864,256,2379,4,13,0
62,40411,83,18,3,320,1,0,2,1,0.7271191398,61,1960,34,7,0
64,117231,42,12,1,202,0,0,0,5,0.4584952179,79,1418,10,7,0
29,76156,36,0,9,44,0,0,3,11,0.6152169285,242,906,29,17,0
38,92744,10,4,3,33,1,0,3,0,0.669306496,43,1998,32,15,0
28,47771,59,10,7,210,1,0,1,14,0.06851414071,8,3484,39,16,0
56,99810,40,10,4,224,0,1,1,2,0.7948384855,88,4505,20,6,0
45,65053,54,12,9,263,0,0,1,9,0.2839719934,37,3350,21,9,0
22,147894,39,1,9,300,1,0,0,5,0.509752507,21,4467,24,11,0
34,82076,7,18,7,225,1,1,3,4,0.3383869405,168,713,33,4,0
37,37045,4,15,5,103,0,0,1,7,0.7735885788,257,1532,42,19,0
58,87623,15,4,9,220,1,1,3,5,0.2282563833,128,233,3,9,0
63,59714,76,13,4,333,1,0,0,10,0.9637651513,9,4540,11,4,0
29,64386,48,18,3,300,0,0,2,13,0.4001229458,98,4128,3,1,0
23,139283,6,4,9,122,1,0,0,19,0.7116347286,87,4730,22,4,0
34,38562,73,8,8,221,0,1,3,4,0.6414477685,177,3779,37,6,1
68,85048,35,11,9,42,1,0,3,12,0.7425870884,235,469,5,15,0
36,123295,72,15,4,209,0,1,3,8,0.5510693527,173,4884,45,14,1
43,42026,71,18,9,336,0,0,2,9,0.3837948501,201,1373,32,0,1
65,136147,68,14,5,10,1,0,3,10,0.1795933398,101,120,40,17,0
61,61589,58,16,6,215,1,1,1,5,0.5194427093,115,2235,34,18,0
61,138199,77,14,0,163,1,0,2,4,0.06085722612,203,1885,32,0,0
69,127274,19,2,8,224,1,1,2,4,0.05882443106,187,4781,49,8,0
49,56844,62,16,7,224,0,0,2,15,0.6133918933,22,3873,5,9,0
23,53447,71,12,4,245,1,1,0,7,0.4804894418,278,4287,6,9,1
53,120415,10,8,2,145,1,1,0,14,0.5061048143,72,989,20,14,0
55,107502,25,12,4,190,0,1,0,14,0.3186939414,131,1435,14,6,0
28,113268,44,15,4,260,0,0,2,8,0.790565738,220,2466,1,0,0
50,84708,99,18,8,286,0,1,2,14,0.2011848956,154,136,22,6,0
41,93925,58,13,6,15,1,1,3,7,0.5861293258,198,549,2,0,0
40,100825,25,7,1,193,0,0,2,13,0.8604781088,42,4178,11,4,0
32,81574,93,18,4,8,1,1,1,6,0.8340711832,225,1704,48,18,1
44,115548,76,2,8,1,0,0,0,11,0.02862800859,11,2363,14,17,0
28,48812,40,17,1,292,1,1,3,0,0.2789861813,90,2310,32,13,0
68,131337,76,15,7,83,0,1,1,14,0.714733125,85,3261,45,0,1
67,85309,70,13,2,208,0,1,1,6,0.7407448997,73,2585,12,10,0
34,94230,10,15,3,57,1,1,1,14,0.4827452631,290,4575,12,10,0
68,71628,66,16,1,338,1,1,2,9,0.2024780884,287,3878,27,2,0
31,70581,25,19,8,105,1,1,0,5,0.2790004581,211,4681,12,2,0
44,146102,71,10,5,135,0,0,1,15,0.8009573897,156,4932,23,18,1
35,76628,87,12,8,307,1,0,3,13,0.1921602522,218,3612,38,3,0
45,118628,11,10,7,330,0,0,0,11,0.9423130965,10,43,29,2,0
68,55105,36,3,8,76,1,0,0,16,0.500868461,28,4599,35,2,0
64,109830,49,13,4,324,1,0,2,9,0.2834204209,123,4958,3,12,0
64,99157,48,4,5,209,0,0,1,9,0.3896147303,107,4190,12,10,0
21,62442,87,3,6,231,0,1,3,7,0.2565125613,147,1058,11,18,0
24,117235,7,0,4,124,1,1,2,10,0.3843349517,42,1945,0,13,0
62,145442,91,13,0,179,0,1,0,17,0.1307962657,69,1911,43,17,0
52,32347,77,6,8,289,1,0,1,12,0.823161868,135,1716,48,19,1
65,125022,51,9,1,213,1,0,0,19,0.9636565904,172,1030,16,18,0
26,77650,17,1,6,96,1,1,0,15,0.6591396419,189,4876,23,19,0
25,47110,32,9,7,248,1,1,2,13,0.80858089,182,1778,33,10,0
69,92170,26,2,7,220,1,0,3,11,0.2280794005,90,3772,38,15,0
62,34923,22,7,0,12,1,0,1,12,0.06275382755,193,1522,41,9,0
34,81801,13,9,9,305,1,1,2,12,0.6271121371,14,1576,6,6,0
34,92771,12,7,6,90,1,0,3,15,0.8175789631,288,218,22,4,0
66,111147,71,13,8,192,1,0,2,0,0.8343428033,266,4016,20,0,1
50,78135,1,17,2,198,1,0,3,11,0.5327634945,168,680,42,7,0
49,49199,33,8,7,259,1,1,0,8,0.6221007213,78,2333,23,12,0
25,39066,14,8,7,63,0,0,1,12,0.3682514931,218,384,35,19,0
36,131583,64,3,8,329,0,1,1,12,0.830668959,233,2327,2,5,0
55,82136,43,2,7,231,1,1,1,7,0.6976055868,114,4883,28,16,0
20,122290,58,13,4,226,1,0,2,17,0.1858710745,12,2997,27,14,0
22,66575,41,13,4,166,1,1,2,17,0.279438425,148,208,1,14,0
30,119796,81,15,2,250,1,1,3,8,0.151856091,266,94,3,5,0
64,76733,68,4,5,185,0,1,2,0,0.5057238612,13,865,16,6,0
63,144427,39,19,9,248,0,1,0,6,0.202238711,249,115,19,0,0
48,46991,1,14,2,271,0,1,3,12,0.1587680254,186,3154,35,10,0
33,52553,41,8,1,339,1,1,2,14,0.1604335393,68,1357,25,12,0
67,119710,45,6,6,137,0,0,1,1,0.2658715017,276,1408,21,12,0
49,117493,88,12,9,108,0,0,0,7,0.8090292375,107,3838,18,19,1
39,30634,98,7,2,317,0,0,1,19,0.9382912952,191,2938,30,15,0
46,125417,98,11,3,43,0,1,3,4,0.9958586595,80,917,41,3,0
39,42771,88,3,9,341,0,0,3,8,0.04028102265,196,4995,24,15,0
60,145762,79,15,7,336,1,0,2,16,0.5689063767,24,610,29,16,0
20,48298,81,5,0,200,0,1,3,13,0.2664440421,280,3315,47,15,0
27,109876,13,4,8,103,0,1,3,8,0.9889088213,139,3190,8,2,0
59,128892,71,0,5,119,0,0,1,14,0.9843284691,10,1760,41,2,0
38,65999,9,13,1,361,1,0,3,19,0.9341065227,93,2319,29,5,0
33,101887,63,8,2,27,0,0,0,0,0.01422413368,176,546,40,6,0
29,89648,99,17,4,106,0,1,2,12,0.154521374,46,2403,31,6,0
19,92668,23,5,5,279,1,0,3,9,0.5524505744,145,2418,46,12,0
58,99374,54,14,8,27,1,0,0,11,0.1872883281,0,4397,44,2,0
41,97509,47,15,1,185,0,1,2,13,0.8548517417,69,2997,47,15,0
52,142650,39,7,4,194,0,1,0,5,0.699737617,225,1094,14,10,0
47,133348,87,18,6,145,0,1,0,10,0.1840827258,132,2691,35,19,0
47,105783,26,4,6,259,1,0,3,6,0.818411322,2,1099,34,7,0
64,74440,1,13,3,359,1,1,1,19,0.4982738288,89,3245,0,18,0
52,61655,14,6,2,176,0,1,2,3,0.7097117117,231,837,20,13,0
36,73039,96,3,7,127,0,1,3,11,0.1398287108,266,2283,35,9,0
67,85255,74,0,1,105,0,1,3,1,0.5178526567,295,902,2,0,0
25,102219,65,3,4,351,0,1,2,19,0.7763380575,101,4963,14,18,0
43,84989,69,13,9,210,0,0,2,13,0.3455872506,63,677,23,1,1
66,41244,67,15,4,348,0,0,3,8,0.1868235533,79,2083,15,18,0
57,124594,49,6,0,321,0,0,0,13,0.6394679867,211,3511,6,6,0
24,88595,50,9,6,313,0,0,1,5,0.6440707921,83,1046,15,9,0
47,69551,58,9,3,10,1,0,1,4,0.2043476133,226,219,27,5,0
24,93230,53,3,9,359,0,1,2,19,0.06935004364,231,2075,49,14,0
20,133898,91,11,1,320,0,0,2,18,0.1664511539,255,3616,11,16,0
18,58371,57,5,7,16,1,1,0,17,0.2755272959,236,2598,24,0,0
53,99358,86,12,3,335,1,0,0,6,0.03627812001,152,2236,29,6,0
42,58878,18,0,0,65,1,0,3,0,0.9227315926,285,2903,7,8,0
54,66157,16,7,7,112,0,0,0,19,0.2305032603,167,4794,10,8,0
18,35914,2,15,6,131,0,1,1,8,0.73891921,24,4303,41,18,0
32,113700,13,4,2,70,0,0,0,7,0.4146575122,9,3693,35,16,0
54,57180,45,6,2,60,1,1,0,10,0.501983823,162,652,35,6,0
30,33688,80,2,6,313,0,0,0,6,0.536942777,282,2272,46,13,0
57,110219,72,1,1,243,0,1,2,16,0.7727958032,251,2999,35,6,0
25,108616,43,1,4,308,0,0,0,14,0.7879130433,61,726,48,16,0
22,126489,72,19,6,4,0,1,2,7,0.1412729393,207,4026,45,10,0
26,39916,54,9,5,316,1,1,1,19,0.3033434396,148,817,29,19,0
18,86363,74,19,9,20,0,0,1,11,0.5730388171,168,3238,5,3,1
53,125213,97,8,6,185,0,0,2,4,0.3304060757,146,3553,34,5,1
52,57360,31,17,1,208,0,0,2,7,0.1327993041,293,2216,29,5,0
19,67805,76,5,6,230,0,0,0,4,0.4084342379,3,3268,13,8,0
57,43453,9,19,1,13,1,0,0,13,0.2184239336,77,2618,36,11,0
40,52703,73,5,6,351,0,1,1,3,0.1434738565,64,4796,27,2,0
26,89021,48,9,7,78,1,0,1,14,0.3040283327,103,747,39,8,0
51,104176,18,8,9,181,0,0,1,19,0.2996882233,82,182,40,12,0
63,124799,94,8,7,77,0,0,1,9,0.09719734814,47,4483,4,2,0
31,128385,96,2,4,296,1,0,3,16,0.584117498,263,3274,20,9,0
21,134582,87,11,6,271,1,1,0,3,0.3143437318,132,4594,48,9,1
47,111614,11,10,7,50,0,1,0,0,0.1732871418,199,1178,5,5,0
48,118919,62,13,3,256,1,1,3,5,0.8185971425,176,3990,49,5,0
55,111072,84,18,1,295,0,1,1,7,0.002575663324,197,1622,23,15,0
28,146094,19,9,6,17,0,1,0,3,0.4542914435,98,524,15,14,0
52,37410,90,18,0,289,1,1,0,13,0.4349459956,115,1860,6,14,0
25,111462,74,4,1,217,0,1,2,1,0.671149197,59,479,41,2,0
20,78268,24,8,9,99,0,1,3,4,0.389399909,19,3559,25,1,0
31,64248,13,0,6,148,1,0,2,14,0.5127162808,290,3278,20,14,0
30,61159,46,14,9,154,1,0,3,18,0.9084511936,89,1102,47,18,0
62,72039,53,3,0,101,0,0,3,13,0.1682823769,83,1851,17,1,0
49,131902,98,6,6,114,0,1,3,6,0.1055077144,230,2361,16,19,0
51,77800,29,5,4,269,0,1,1,8,0.7467583268,40,4415,20,2,0
62,70761,36,14,2,91,1,0,3,0,0.7429016003,238,1185,5,0,0
36,124626,71,5,1,20,0,0,1,19,0.9196455093,171,2691,18,16,0
55,116103,94,6,6,119,0,0,3,9,0.9831570665,299,3148,1,1,1
33,148368,17,19,8,18,1,1,1,10,0.384385712,133,4572,18,7,0
19,73663,48,2,8,23,0,1,1,11,0.3774272036,190,3809,21,15,0
57,110903,77,12,9,25,1,1,1,0,0.9046575984,144,2739,15,1,1
34,70412,24,1,9,152,1,1,0,7,0.860711512,113,1799,24,18,0
51,148998,54,2,7,300,0,1,2,5,0.3754407116,90,2515,43,0,0
59,140252,95,12,1,363,1,0,2,11,0.07629647108,296,783,10,6,0
33,146446,91,8,0,201,0,1,2,8,0.5812240418,223,2519,11,0,0
55,65367,85,18,7,138,0,1,0,3,0.268699947,150,147,27,4,0
19,35813,1,17,1,279,1,1,0,5,0.9085948745,37,839,1,17,0
19,89894,79,4,3,23,1,1,0,2,0.806117243,168,284,37,5,0
43,132157,67,9,3,11,1,0,3,1,0.9009736029,30,3858,11,2,0
30,81444,6,13,1,134,0,1,3,17,0.08091400081,122,4644,24,17,0
64,64269,78,16,3,80,0,0,3,4,0.8646128249,79,126,1,2,0
48,91748,55,2,6,354,1,0,3,11,0.5930858836,143,4659,32,15,0
51,71190,38,6,5,69,0,0,3,1,0.2154264229,67,1598,12,14,0
56,70318,33,8,9,203,1,1,2,4,0.3012621298,68,3462,44,1,0
20,67018,8,4,5,78,0,0,2,17,0.4566351277,181,4662,49,2,0
25,69759,90,3,3,278,0,0,2,5,0.6276439952,219,2056,23,4,0
40,46498,79,2,1,198,0,1,2,10,0.2327275465,297,519,19,7,0
31,55989,78,12,4,293,0,0,2,6,0.2070426686,191,4196,19,8,1
44,132710,20,8,2,284,1,1,0,15,0.8921607081,125,455,46,10,0
46,55568,55,6,2,155,0,0,0,7,0.8452220555,18,2327,11,13,0
56,147035,48,7,3,75,1,0,3,2,0.7667768345,88,4417,42,4,0
56,96577,83,9,4,218,0,1,2,10,0.760890731,82,3120,44,17,1
18,135231,56,0,1,323,0,1,3,19,0.7659738639,258,3695,36,17,0
34,144699,97,19,5,276,1,1,0,18,0.9240998141,263,4804,42,16,1
58,60099,88,0,5,264,0,1,3,10,0.8437203949,217,4172,48,8,0
47,119900,10,18,7,48,1,0,2,8,0.3885742116,274,1126,7,14,0
30,70639,52,1,1,97,0,0,2,11,0.4713024805,118,1658,35,17,0
38,134679,50,11,7,292,0,0,2,15,0.6045632697,208,2971,47,15,0
36,53482,34,12,7,20,0,1,0,4,0.4755997045,268,3593,45,17,0
36,99212,36,13,3,22,1,1,3,1,0.2969370608,58,817,32,0,0
42,85261,61,4,6,137,0,1,1,9,0.8611500785,184,3657,30,10,0
39,141321,16,2,6,229,1,0,1,1,0.8034492194,11,2577,37,6,0
48,117317,79,16,0,325,0,0,1,3,0.3898594003,223,9,28,9,0
34,60048,18,0,0,356,1,1,1,15,0.1146666013,87,4052,17,8,0
40,33065,71,13,7,28,1,0,1,5,0.004869564443,97,4673,19,6,0
49,32036,47,5,0,314,1,1,0,9,0.09244612873,175,2056,43,16,0
27,65814,86,16,2,20,1,1,2,6,0.1547431823,67,1662,7,2,0
27,89694,32,3,5,341,0,1,1,4,0.6577908793,152,1775,39,2,0
53,46924,43,5,7,98,1,0,1,12,0.2196120898,151,3621,45,9,0
25,90204,83,0,4,62,1,0,1,8,0.6348254751,278,3718,36,19,0
69,62844,40,8,4,301,0,0,3,8,0.3283224917,78,1689,23,0,0
37,147755,65,3,3,132,1,1,2,14,0.8950526651,188,4211,0,14,0
49,144184,35,8,3,14,0,0,1,3,0.4690765711,119,1063,2,8,0
67,111943,69,8,6,104,0,0,0,0,0.672850281,265,1380,37,8,1
31,51518,50,12,5,110,0,1,2,19,0.4609468676,9,2658,10,6,0
67,47059,12,16,7,338,0,0,2,13,0.9125388014,69,3757,41,9,0
45,53052,76,2,5,335,1,0,2,18,0.6874106817,243,2021,39,12,0
63,99803,85,5,9,110,0,1,3,0,0.6421584405,110,70,40,7,0
69,101524,58,19,6,362,1,0,2,9,0.5923008868,214,677,38,16,0
41,123510,83,14,9,342,0,0,1,3,0.98861152,13,3798,42,0,0
32,119572,63,13,9,3,1,1,1,17,0.6847576845,291,881,2,13,1
39,38680,73,12,4,151,0,0,3,11,0.7541401829,254,476,20,14,0
47,97021,49,8,5,41,1,0,0,6,0.08171201131,255,4020,4,13,0
21,110249,36,14,0,25,0,1,3,5,0.8142225106,14,4533,0,7,0
30,50043,54,13,2,361,1,0,3,8,0.5967166861,171,148,45,12,0
40,32419,47,3,7,193,1,0,1,1,0.3366619306,129,2281,13,4,0
25,86892,32,10,2,359,1,0,2,14,0.5816904506,62,4164,49,3,0
35,143616,99,1,0,7,0,0,3,12,0.6255501314,279,2215,3,15,0
29,131799,95,15,2,72,1,0,0,10,0.2601894541,255,1460,18,9,0
48,47140,53,18,3,77,1,0,1,18,0.4370646714,1,2287,46,11,0
31,73484,32,15,7,147,1,1,2,5,0.7213474072,81,2794,19,10,0
51,93869,62,6,8,321,0,1,0,8,0.2258480555,91,4041,47,10,1
35,75210,37,10,3,67,0,0,3,11,0.8361253379,216,2544,6,13,0
51,87600,96,11,6,354,1,0,0,10,0.07752651023,6,1871,47,2,0
28,146467,38,3,0,182,1,0,3,2,0.5812177776,60,3282,8,6,0
58,108497,30,15,8,333,1,1,3,17,0.3796867843,108,4164,38,13,0
29,138611,58,15,3,84,1,0,3,12,0.0533134011,129,2101,33,13,0
66,36487,32,6,8,78,1,1,3,12,0.7744868805,44,1794,41,0,0
32,90692,66,12,2,38,0,0,3,14,0.5465418409,250,2989,12,17,0
48,92112,51,4,4,305,0,1,1,18,0.7153258251,200,4913,3,1,0
66,61110,11,0,0,19,0,0,3,14,0.3801231909,122,3345,35,11,0
46,137968,59,4,2,69,0,1,2,14,0.8596203621,6,4866,18,13,0
